species	gene	segment	id.1	id.2	cdr1.score	cdr2.score	segm.score
HomoSapiens	TRA	J	TRAJ10*01	TRAJ48*01			-28
HomoSapiens	TRA	J	TRAJ10*01	TRAJ49*01			-27
HomoSapiens	TRA	J	TRAJ10*01	TRAJ50*01			-33
HomoSapiens	TRA	J	TRAJ10*01	TRAJ5*01			-24
HomoSapiens	TRA	J	TRAJ10*01	TRAJ52*01			-37
HomoSapiens	TRA	J	TRAJ10*01	TRAJ53*01			-34
HomoSapiens	TRA	J	TRAJ10*01	TRAJ54*01			-33
HomoSapiens	TRA	J	TRAJ10*01	TRAJ56*01			-36
HomoSapiens	TRA	J	TRAJ10*01	TRAJ57*01			-32
HomoSapiens	TRA	J	TRAJ10*01	TRAJ6*01			-35
HomoSapiens	TRA	J	TRAJ10*01	TRAJ7*01			-38
HomoSapiens	TRA	J	TRAJ10*01	TRAJ8*01			-24
HomoSapiens	TRA	J	TRAJ10*01	TRAJ9*01			-26
HomoSapiens	TRA	J	TRAJ11*01	TRAJ10*01			-31
HomoSapiens	TRA	J	TRAJ11*01	TRAJ11*01			0
HomoSapiens	TRA	J	TRAJ11*01	TRAJ12*01			-16
HomoSapiens	TRA	J	TRAJ11*01	TRAJ13*01			-26
HomoSapiens	TRA	J	TRAJ11*01	TRAJ14*01			-21
HomoSapiens	TRA	J	TRAJ11*01	TRAJ15*01			-20
HomoSapiens	TRA	J	TRAJ11*01	TRAJ17*01			-22
HomoSapiens	TRA	J	TRAJ11*01	TRAJ18*01			-28
HomoSapiens	TRA	J	TRAJ11*01	TRAJ20*01			-33
HomoSapiens	TRA	J	TRAJ11*01	TRAJ21*01			-24
HomoSapiens	TRA	J	TRAJ11*01	TRAJ22*01			-21
HomoSapiens	TRA	J	TRAJ11*01	TRAJ23*01			-22
HomoSapiens	TRA	J	TRAJ11*01	TRAJ24*01			-20
HomoSapiens	TRA	J	TRAJ11*01	TRAJ26*01			-26
HomoSapiens	TRA	J	TRAJ11*01	TRAJ27*01			-24
HomoSapiens	TRA	J	TRAJ11*01	TRAJ28*01			-18
HomoSapiens	TRA	J	TRAJ11*01	TRAJ29*01			-26
HomoSapiens	TRA	J	TRAJ11*01	TRAJ30*01			-24
HomoSapiens	TRA	J	TRAJ11*01	TRAJ3*01			-23
HomoSapiens	TRA	J	TRAJ11*01	TRAJ31*01			-20
HomoSapiens	TRA	J	TRAJ11*01	TRAJ32*01			-18
HomoSapiens	TRA	J	TRAJ11*01	TRAJ33*01			-29
HomoSapiens	TRA	J	TRAJ11*01	TRAJ34*01			-27
HomoSapiens	TRA	J	TRAJ11*01	TRAJ36*01			-24
HomoSapiens	TRA	J	TRAJ11*01	TRAJ37*01			-22
HomoSapiens	TRA	J	TRAJ11*01	TRAJ38*01			-31
HomoSapiens	TRA	J	TRAJ11*01	TRAJ39*01			-22
HomoSapiens	TRA	J	TRAJ11*01	TRAJ40*01			-32
HomoSapiens	TRA	J	TRAJ11*01	TRAJ4*01			-25
HomoSapiens	TRA	J	TRAJ11*01	TRAJ41*01			-9
HomoSapiens	TRA	J	TRAJ11*01	TRAJ42*01			-17
HomoSapiens	TRA	J	TRAJ11*01	TRAJ43*01			-22
HomoSapiens	TRA	J	TRAJ11*01	TRAJ44*01			-31
HomoSapiens	TRA	J	TRAJ11*01	TRAJ45*01			-18
HomoSapiens	TRA	J	TRAJ11*01	TRAJ46*01			-23
HomoSapiens	TRA	J	TRAJ11*01	TRAJ47*01			-28
HomoSapiens	TRA	J	TRAJ11*01	TRAJ48*01			-25
HomoSapiens	TRA	J	TRAJ11*01	TRAJ49*01			-23
HomoSapiens	TRA	J	TRAJ11*01	TRAJ50*01			-25
HomoSapiens	TRA	J	TRAJ11*01	TRAJ5*01			-22
HomoSapiens	TRA	J	TRAJ11*01	TRAJ52*01			-22
HomoSapiens	TRA	J	TRAJ11*01	TRAJ53*01			-13
HomoSapiens	TRA	J	TRAJ11*01	TRAJ54*01			-22
HomoSapiens	TRA	J	TRAJ11*01	TRAJ56*01			-23
HomoSapiens	TRA	J	TRAJ11*01	TRAJ57*01			-17
HomoSapiens	TRA	J	TRAJ11*01	TRAJ6*01			-19
HomoSapiens	TRA	J	TRAJ11*01	TRAJ7*01			-23
HomoSapiens	TRA	J	TRAJ11*01	TRAJ8*01			-12
HomoSapiens	TRA	J	TRAJ11*01	TRAJ9*01			-28
HomoSapiens	TRA	J	TRAJ12*01	TRAJ10*01			-28
HomoSapiens	TRA	J	TRAJ12*01	TRAJ11*01			-16
HomoSapiens	TRA	J	TRAJ12*01	TRAJ12*01			0
HomoSapiens	TRA	J	TRAJ12*01	TRAJ13*01			-23
HomoSapiens	TRA	J	TRAJ12*01	TRAJ14*01			-9
HomoSapiens	TRA	J	TRAJ12*01	TRAJ15*01			-30
HomoSapiens	TRA	J	TRAJ12*01	TRAJ17*01			-12
HomoSapiens	TRA	J	TRAJ12*01	TRAJ18*01			-30
HomoSapiens	TRA	J	TRAJ12*01	TRAJ20*01			-25
HomoSapiens	TRA	J	TRAJ12*01	TRAJ21*01			-15
HomoSapiens	TRA	J	TRAJ12*01	TRAJ22*01			-16
HomoSapiens	TRA	J	TRAJ12*01	TRAJ23*01			-19
HomoSapiens	TRA	J	TRAJ12*01	TRAJ24*01			-19
HomoSapiens	TRA	J	TRAJ12*01	TRAJ26*01			-20
HomoSapiens	TRA	J	TRAJ12*01	TRAJ27*01			-21
HomoSapiens	TRA	J	TRAJ12*01	TRAJ28*01			-21
HomoSapiens	TRA	J	TRAJ12*01	TRAJ29*01			-26
HomoSapiens	TRA	J	TRAJ12*01	TRAJ30*01			-23
HomoSapiens	TRA	J	TRAJ12*01	TRAJ3*01			-7
HomoSapiens	TRA	J	TRAJ12*01	TRAJ31*01			-16
HomoSapiens	TRA	J	TRAJ12*01	TRAJ32*01			-19
HomoSapiens	TRA	J	TRAJ12*01	TRAJ33*01			-22
HomoSapiens	TRA	J	TRAJ12*01	TRAJ34*01			-20
HomoSapiens	TRA	J	TRAJ12*01	TRAJ36*01			-17
HomoSapiens	TRA	J	TRAJ12*01	TRAJ37*01			-21
HomoSapiens	TRA	J	TRAJ12*01	TRAJ38*01			-32
HomoSapiens	TRA	J	TRAJ12*01	TRAJ39*01			-12
HomoSapiens	TRA	J	TRAJ12*01	TRAJ40*01			-24
HomoSapiens	TRA	J	TRAJ12*01	TRAJ4*01			-16
HomoSapiens	TRA	J	TRAJ12*01	TRAJ41*01			-16
HomoSapiens	TRA	J	TRAJ12*01	TRAJ42*01			-17
HomoSapiens	TRA	J	TRAJ12*01	TRAJ43*01			-12
HomoSapiens	TRA	J	TRAJ12*01	TRAJ44*01			-25
HomoSapiens	TRA	J	TRAJ12*01	TRAJ45*01			-20
HomoSapiens	TRA	J	TRAJ12*01	TRAJ46*01			-9
HomoSapiens	TRA	J	TRAJ12*01	TRAJ47*01			-28
HomoSapiens	TRA	J	TRAJ12*01	TRAJ48*01			-18
HomoSapiens	TRA	J	TRAJ12*01	TRAJ49*01			-22
HomoSapiens	TRA	J	TRAJ12*01	TRAJ50*01			-26
HomoSapiens	TRA	J	TRAJ12*01	TRAJ5*01			-11
HomoSapiens	TRA	J	TRAJ12*01	TRAJ52*01			-26
HomoSapiens	TRA	J	TRAJ12*01	TRAJ53*01			-23
HomoSapiens	TRA	J	TRAJ12*01	TRAJ54*01			-18
HomoSapiens	TRA	J	TRAJ12*01	TRAJ56*01			-22
HomoSapiens	TRA	J	TRAJ12*01	TRAJ57*01			-20
HomoSapiens	TRA	J	TRAJ12*01	TRAJ6*01			-21
HomoSapiens	TRA	J	TRAJ12*01	TRAJ7*01			-28
HomoSapiens	TRA	J	TRAJ12*01	TRAJ8*01			-9
HomoSapiens	TRA	J	TRAJ12*01	TRAJ9*01			-18
HomoSapiens	TRA	J	TRAJ13*01	TRAJ10*01			-30
HomoSapiens	TRA	J	TRAJ13*01	TRAJ11*01			-26
HomoSapiens	TRA	J	TRAJ13*01	TRAJ12*01			-23
HomoSapiens	TRA	J	TRAJ13*01	TRAJ13*01			0
HomoSapiens	TRA	J	TRAJ13*01	TRAJ14*01			-21
HomoSapiens	TRA	J	TRAJ13*01	TRAJ15*01			-32
HomoSapiens	TRA	J	TRAJ13*01	TRAJ17*01			-30
HomoSapiens	TRA	J	TRAJ13*01	TRAJ18*01			-32
HomoSapiens	TRA	J	TRAJ13*01	TRAJ20*01			-35
HomoSapiens	TRA	J	TRAJ13*01	TRAJ21*01			-20
HomoSapiens	TRA	J	TRAJ13*01	TRAJ22*01			-18
HomoSapiens	TRA	J	TRAJ13*01	TRAJ23*01			-24
HomoSapiens	TRA	J	TRAJ13*01	TRAJ24*01			-24
HomoSapiens	TRA	J	TRAJ13*01	TRAJ26*01			-19
HomoSapiens	TRA	J	TRAJ13*01	TRAJ27*01			-29
HomoSapiens	TRA	J	TRAJ13*01	TRAJ28*01			-12
HomoSapiens	TRA	J	TRAJ13*01	TRAJ29*01			-23
HomoSapiens	TRA	J	TRAJ13*01	TRAJ30*01			-22
HomoSapiens	TRA	J	TRAJ13*01	TRAJ3*01			-22
HomoSapiens	TRA	J	TRAJ13*01	TRAJ31*01			-27
HomoSapiens	TRA	J	TRAJ13*01	TRAJ32*01			-25
HomoSapiens	TRA	J	TRAJ13*01	TRAJ33*01			-31
HomoSapiens	TRA	J	TRAJ13*01	TRAJ34*01			-15
HomoSapiens	TRA	J	TRAJ13*01	TRAJ36*01			-15
HomoSapiens	TRA	J	TRAJ13*01	TRAJ37*01			-22
HomoSapiens	TRA	J	TRAJ13*01	TRAJ38*01			-30
HomoSapiens	TRA	J	TRAJ13*01	TRAJ39*01			-26
HomoSapiens	TRA	J	TRAJ13*01	TRAJ40*01			-22
HomoSapiens	TRA	J	TRAJ13*01	TRAJ4*01			-24
HomoSapiens	TRA	J	TRAJ13*01	TRAJ41*01			-24
HomoSapiens	TRA	J	TRAJ13*01	TRAJ42*01			-20
HomoSapiens	TRA	J	TRAJ13*01	TRAJ43*01			-22
HomoSapiens	TRA	J	TRAJ13*01	TRAJ44*01			-23
HomoSapiens	TRA	J	TRAJ13*01	TRAJ45*01			-33
HomoSapiens	TRA	J	TRAJ13*01	TRAJ46*01			-22
HomoSapiens	TRA	J	TRAJ13*01	TRAJ47*01			-32
HomoSapiens	TRA	J	TRAJ13*01	TRAJ48*01			-16
HomoSapiens	TRA	J	TRAJ13*01	TRAJ49*01			-16
HomoSapiens	TRA	J	TRAJ13*01	TRAJ50*01			-18
HomoSapiens	TRA	J	TRAJ13*01	TRAJ5*01			-17
HomoSapiens	TRA	J	TRAJ13*01	TRAJ52*01			-32
HomoSapiens	TRA	J	TRAJ13*01	TRAJ53*01			-29
HomoSapiens	TRA	J	TRAJ13*01	TRAJ54*01			-27
HomoSapiens	TRA	J	TRAJ13*01	TRAJ56*01			-31
HomoSapiens	TRA	J	TRAJ13*01	TRAJ57*01			-23
HomoSapiens	TRA	J	TRAJ13*01	TRAJ6*01			-30
HomoSapiens	TRA	J	TRAJ13*01	TRAJ7*01			-27
HomoSapiens	TRA	J	TRAJ13*01	TRAJ8*01			-21
HomoSapiens	TRA	J	TRAJ13*01	TRAJ9*01			-31
HomoSapiens	TRA	J	TRAJ14*01	TRAJ10*01			-25
HomoSapiens	TRA	J	TRAJ14*01	TRAJ11*01			-21
HomoSapiens	TRA	J	TRAJ14*01	TRAJ12*01			-9
HomoSapiens	TRA	J	TRAJ14*01	TRAJ13*01			-21
HomoSapiens	TRA	J	TRAJ14*01	TRAJ14*01			0
HomoSapiens	TRA	J	TRAJ14*01	TRAJ15*01			-23
HomoSapiens	TRA	J	TRAJ14*01	TRAJ17*01			-15
HomoSapiens	TRA	J	TRAJ14*01	TRAJ18*01			-28
HomoSapiens	TRA	J	TRAJ14*01	TRAJ20*01			-26
HomoSapiens	TRA	J	TRAJ14*01	TRAJ21*01			-8
HomoSapiens	TRA	J	TRAJ14*01	TRAJ22*01			-14
HomoSapiens	TRA	J	TRAJ14*01	TRAJ23*01			-10
HomoSapiens	TRA	J	TRAJ14*01	TRAJ24*01			-22
HomoSapiens	TRA	J	TRAJ14*01	TRAJ26*01			-14
HomoSapiens	TRA	J	TRAJ14*01	TRAJ27*01			-16
HomoSapiens	TRA	J	TRAJ14*01	TRAJ28*01			-15
HomoSapiens	TRA	J	TRAJ14*01	TRAJ29*01			-20
HomoSapiens	TRA	J	TRAJ14*01	TRAJ30*01			-21
HomoSapiens	TRA	J	TRAJ14*01	TRAJ3*01			-4
HomoSapiens	TRA	J	TRAJ14*01	TRAJ31*01			-16
HomoSapiens	TRA	J	TRAJ14*01	TRAJ32*01			-17
HomoSapiens	TRA	J	TRAJ14*01	TRAJ33*01			-23
HomoSapiens	TRA	J	TRAJ14*01	TRAJ34*01			-18
HomoSapiens	TRA	J	TRAJ14*01	TRAJ36*01			-15
HomoSapiens	TRA	J	TRAJ14*01	TRAJ37*01			-16
HomoSapiens	TRA	J	TRAJ14*01	TRAJ38*01			-30
HomoSapiens	TRA	J	TRAJ14*01	TRAJ39*01			-12
HomoSapiens	TRA	J	TRAJ14*01	TRAJ40*01			-22
HomoSapiens	TRA	J	TRAJ14*01	TRAJ4*01			-15
HomoSapiens	TRA	J	TRAJ14*01	TRAJ41*01			-22
HomoSapiens	TRA	J	TRAJ14*01	TRAJ42*01			-8
HomoSapiens	TRA	J	TRAJ14*01	TRAJ43*01			-7
HomoSapiens	TRA	J	TRAJ14*01	TRAJ44*01			-23
HomoSapiens	TRA	J	TRAJ14*01	TRAJ45*01			-24
HomoSapiens	TRA	J	TRAJ14*01	TRAJ46*01			-10
HomoSapiens	TRA	J	TRAJ14*01	TRAJ47*01			-24
HomoSapiens	TRA	J	TRAJ14*01	TRAJ48*01			-16
HomoSapiens	TRA	J	TRAJ14*01	TRAJ49*01			-20
HomoSapiens	TRA	J	TRAJ14*01	TRAJ50*01			-20
HomoSapiens	TRA	J	TRAJ14*01	TRAJ5*01			-9
HomoSapiens	TRA	J	TRAJ14*01	TRAJ52*01			-25
HomoSapiens	TRA	J	TRAJ14*01	TRAJ53*01			-21
HomoSapiens	TRA	J	TRAJ14*01	TRAJ54*01			-16
HomoSapiens	TRA	J	TRAJ14*01	TRAJ56*01			-19
HomoSapiens	TRA	J	TRAJ14*01	TRAJ57*01			-18
HomoSapiens	TRA	J	TRAJ14*01	TRAJ6*01			-26
HomoSapiens	TRA	J	TRAJ14*01	TRAJ7*01			-31
HomoSapiens	TRA	J	TRAJ14*01	TRAJ8*01			-14
HomoSapiens	TRA	J	TRAJ14*01	TRAJ9*01			-17
HomoSapiens	TRA	J	TRAJ15*01	TRAJ10*01			-28
HomoSapiens	TRA	J	TRAJ15*01	TRAJ11*01			-20
HomoSapiens	TRA	J	TRAJ15*01	TRAJ12*01			-30
HomoSapiens	TRA	J	TRAJ15*01	TRAJ13*01			-32
HomoSapiens	TRA	J	TRAJ15*01	TRAJ14*01			-23
HomoSapiens	TRA	J	TRAJ15*01	TRAJ15*01			0
HomoSapiens	TRA	J	TRAJ15*01	TRAJ17*01			-36
HomoSapiens	TRA	J	TRAJ15*01	TRAJ18*01			-35
HomoSapiens	TRA	J	TRAJ15*01	TRAJ20*01			-21
HomoSapiens	TRA	J	TRAJ15*01	TRAJ21*01			-28
HomoSapiens	TRA	J	TRAJ15*01	TRAJ22*01			-28
HomoSapiens	TRA	J	TRAJ15*01	TRAJ23*01			-23
HomoSapiens	TRA	J	TRAJ15*01	TRAJ24*01			-32
HomoSapiens	TRA	J	TRAJ15*01	TRAJ26*01			-28
HomoSapiens	TRA	J	TRAJ15*01	TRAJ27*01			-24
HomoSapiens	TRA	J	TRAJ15*01	TRAJ28*01			-20
HomoSapiens	TRA	J	TRAJ15*01	TRAJ29*01			-15
HomoSapiens	TRA	J	TRAJ15*01	TRAJ30*01			-30
HomoSapiens	TRA	J	TRAJ15*01	TRAJ3*01			-25
HomoSapiens	TRA	J	TRAJ15*01	TRAJ31*01			-32
HomoSapiens	TRA	J	TRAJ15*01	TRAJ32*01			-27
HomoSapiens	TRA	J	TRAJ15*01	TRAJ33*01			-41
HomoSapiens	TRA	J	TRAJ15*01	TRAJ34*01			-33
HomoSapiens	TRA	J	TRAJ15*01	TRAJ36*01			-30
HomoSapiens	TRA	J	TRAJ15*01	TRAJ37*01			-22
HomoSapiens	TRA	J	TRAJ15*01	TRAJ38*01			-35
HomoSapiens	TRA	J	TRAJ15*01	TRAJ39*01			-33
HomoSapiens	TRA	J	TRAJ15*01	TRAJ40*01			-26
HomoSapiens	TRA	J	TRAJ15*01	TRAJ4*01			-31
HomoSapiens	TRA	J	TRAJ15*01	TRAJ41*01			-21
HomoSapiens	TRA	J	TRAJ15*01	TRAJ42*01			-19
HomoSapiens	TRA	J	TRAJ15*01	TRAJ43*01			-28
HomoSapiens	TRA	J	TRAJ15*01	TRAJ44*01			-27
HomoSapiens	TRA	J	TRAJ15*01	TRAJ45*01			-30
HomoSapiens	TRA	J	TRAJ15*01	TRAJ46*01			-29
HomoSapiens	TRA	J	TRAJ15*01	TRAJ47*01			-21
HomoSapiens	TRA	J	TRAJ15*01	TRAJ48*01			-31
HomoSapiens	TRA	J	TRAJ15*01	TRAJ49*01			-27
HomoSapiens	TRA	J	TRAJ15*01	TRAJ50*01			-25
HomoSapiens	TRA	J	TRAJ15*01	TRAJ5*01			-28
HomoSapiens	TRA	J	TRAJ15*01	TRAJ52*01			-30
HomoSapiens	TRA	J	TRAJ15*01	TRAJ53*01			-22
HomoSapiens	TRA	J	TRAJ15*01	TRAJ54*01			-28
HomoSapiens	TRA	J	TRAJ15*01	TRAJ56*01			-19
HomoSapiens	TRA	J	TRAJ15*01	TRAJ57*01			-23
HomoSapiens	TRA	J	TRAJ15*01	TRAJ6*01			-29
HomoSapiens	TRA	J	TRAJ15*01	TRAJ7*01			-35
HomoSapiens	TRA	J	TRAJ15*01	TRAJ8*01			-26
HomoSapiens	TRA	J	TRAJ15*01	TRAJ9*01			-27
HomoSapiens	TRA	J	TRAJ17*01	TRAJ10*01			-35
HomoSapiens	TRA	J	TRAJ17*01	TRAJ11*01			-22
HomoSapiens	TRA	J	TRAJ17*01	TRAJ12*01			-12
HomoSapiens	TRA	J	TRAJ17*01	TRAJ13*01			-30
HomoSapiens	TRA	J	TRAJ17*01	TRAJ14*01			-15
HomoSapiens	TRA	J	TRAJ17*01	TRAJ15*01			-36
HomoSapiens	TRA	J	TRAJ17*01	TRAJ17*01			0
HomoSapiens	TRA	J	TRAJ17*01	TRAJ18*01			-34
HomoSapiens	TRA	J	TRAJ17*01	TRAJ20*01			-28
HomoSapiens	TRA	J	TRAJ17*01	TRAJ21*01			-19
HomoSapiens	TRA	J	TRAJ17*01	TRAJ22*01			-25
HomoSapiens	TRA	J	TRAJ17*01	TRAJ23*01			-22
HomoSapiens	TRA	J	TRAJ17*01	TRAJ24*01			-19
HomoSapiens	TRA	J	TRAJ17*01	TRAJ26*01			-24
HomoSapiens	TRA	J	TRAJ17*01	TRAJ27*01			-22
HomoSapiens	TRA	J	TRAJ17*01	TRAJ28*01			-28
HomoSapiens	TRA	J	TRAJ17*01	TRAJ29*01			-33
HomoSapiens	TRA	J	TRAJ17*01	TRAJ30*01			-28
HomoSapiens	TRA	J	TRAJ17*01	TRAJ3*01			-19
HomoSapiens	TRA	J	TRAJ17*01	TRAJ31*01			-17
HomoSapiens	TRA	J	TRAJ17*01	TRAJ32*01			-27
HomoSapiens	TRA	J	TRAJ17*01	TRAJ33*01			-23
HomoSapiens	TRA	J	TRAJ17*01	TRAJ34*01			-26
HomoSapiens	TRA	J	TRAJ17*01	TRAJ36*01			-24
HomoSapiens	TRA	J	TRAJ17*01	TRAJ37*01			-23
HomoSapiens	TRA	J	TRAJ17*01	TRAJ38*01			-37
HomoSapiens	TRA	J	TRAJ17*01	TRAJ39*01			-6
HomoSapiens	TRA	J	TRAJ17*01	TRAJ40*01			-32
HomoSapiens	TRA	J	TRAJ17*01	TRAJ4*01			-21
HomoSapiens	TRA	J	TRAJ17*01	TRAJ41*01			-23
HomoSapiens	TRA	J	TRAJ17*01	TRAJ42*01			-20
HomoSapiens	TRA	J	TRAJ17*01	TRAJ43*01			-14
HomoSapiens	TRA	J	TRAJ17*01	TRAJ44*01			-33
HomoSapiens	TRA	J	TRAJ17*01	TRAJ45*01			-25
HomoSapiens	TRA	J	TRAJ17*01	TRAJ46*01			-19
HomoSapiens	TRA	J	TRAJ17*01	TRAJ47*01			-31
HomoSapiens	TRA	J	TRAJ17*01	TRAJ48*01			-25
HomoSapiens	TRA	J	TRAJ17*01	TRAJ49*01			-30
HomoSapiens	TRA	J	TRAJ17*01	TRAJ50*01			-31
HomoSapiens	TRA	J	TRAJ17*01	TRAJ5*01			-19
HomoSapiens	TRA	J	TRAJ17*01	TRAJ52*01			-32
HomoSapiens	TRA	J	TRAJ17*01	TRAJ53*01			-28
HomoSapiens	TRA	J	TRAJ17*01	TRAJ54*01			-23
HomoSapiens	TRA	J	TRAJ17*01	TRAJ56*01			-32
HomoSapiens	TRA	J	TRAJ17*01	TRAJ57*01			-25
HomoSapiens	TRA	J	TRAJ17*01	TRAJ6*01			-26
HomoSapiens	TRA	J	TRAJ17*01	TRAJ7*01			-28
HomoSapiens	TRA	J	TRAJ17*01	TRAJ8*01			-16
HomoSapiens	TRA	J	TRAJ17*01	TRAJ9*01			-21
HomoSapiens	TRA	J	TRAJ18*01	TRAJ10*01			-36
HomoSapiens	TRA	J	TRAJ18*01	TRAJ11*01			-28
HomoSapiens	TRA	J	TRAJ18*01	TRAJ12*01			-30
HomoSapiens	TRA	J	TRAJ18*01	TRAJ13*01			-32
HomoSapiens	TRA	J	TRAJ18*01	TRAJ14*01			-28
HomoSapiens	TRA	J	TRAJ18*01	TRAJ15*01			-35
HomoSapiens	TRA	J	TRAJ18*01	TRAJ17*01			-34
HomoSapiens	TRA	J	TRAJ18*01	TRAJ18*01			0
HomoSapiens	TRA	J	TRAJ18*01	TRAJ20*01			-37
HomoSapiens	TRA	J	TRAJ18*01	TRAJ21*01			-29
HomoSapiens	TRA	J	TRAJ18*01	TRAJ22*01			-19
HomoSapiens	TRA	J	TRAJ18*01	TRAJ23*01			-25
HomoSapiens	TRA	J	TRAJ18*01	TRAJ24*01			-27
HomoSapiens	TRA	J	TRAJ18*01	TRAJ26*01			-28
HomoSapiens	TRA	J	TRAJ18*01	TRAJ27*01			-27
HomoSapiens	TRA	J	TRAJ18*01	TRAJ28*01			-25
HomoSapiens	TRA	J	TRAJ18*01	TRAJ29*01			-33
HomoSapiens	TRA	J	TRAJ18*01	TRAJ30*01			-28
HomoSapiens	TRA	J	TRAJ18*01	TRAJ3*01			-29
HomoSapiens	TRA	J	TRAJ18*01	TRAJ31*01			-26
HomoSapiens	TRA	J	TRAJ18*01	TRAJ32*01			-31
HomoSapiens	TRA	J	TRAJ18*01	TRAJ33*01			-36
HomoSapiens	TRA	J	TRAJ18*01	TRAJ34*01			-26
HomoSapiens	TRA	J	TRAJ18*01	TRAJ36*01			-24
HomoSapiens	TRA	J	TRAJ18*01	TRAJ37*01			-30
HomoSapiens	TRA	J	TRAJ18*01	TRAJ38*01			-37
HomoSapiens	TRA	J	TRAJ18*01	TRAJ39*01			-31
HomoSapiens	TRA	J	TRAJ18*01	TRAJ40*01			-37
HomoSapiens	TRA	J	TRAJ18*01	TRAJ4*01			-28
HomoSapiens	TRA	J	TRAJ18*01	TRAJ41*01			-27
HomoSapiens	TRA	J	TRAJ18*01	TRAJ42*01			-25
HomoSapiens	TRA	J	TRAJ18*01	TRAJ43*01			-24
HomoSapiens	TRA	J	TRAJ18*01	TRAJ44*01			-39
HomoSapiens	TRA	J	TRAJ18*01	TRAJ45*01			-28
HomoSapiens	TRA	J	TRAJ18*01	TRAJ46*01			-29
HomoSapiens	TRA	J	TRAJ18*01	TRAJ47*01			-42
HomoSapiens	TRA	J	TRAJ18*01	TRAJ48*01			-25
HomoSapiens	TRA	J	TRAJ18*01	TRAJ49*01			-25
HomoSapiens	TRA	J	TRAJ18*01	TRAJ50*01			-30
HomoSapiens	TRA	J	TRAJ18*01	TRAJ5*01			-29
HomoSapiens	TRA	J	TRAJ18*01	TRAJ52*01			-25
HomoSapiens	TRA	J	TRAJ18*01	TRAJ53*01			-25
HomoSapiens	TRA	J	TRAJ18*01	TRAJ54*01			-24
HomoSapiens	TRA	J	TRAJ18*01	TRAJ56*01			-33
HomoSapiens	TRA	J	TRAJ18*01	TRAJ57*01			-22
HomoSapiens	TRA	J	TRAJ18*01	TRAJ6*01			-24
HomoSapiens	TRA	J	TRAJ18*01	TRAJ7*01			-30
HomoSapiens	TRA	J	TRAJ18*01	TRAJ8*01			-30
HomoSapiens	TRA	J	TRAJ18*01	TRAJ9*01			-39
HomoSapiens	TRA	J	TRAJ20*01	TRAJ10*01			-30
HomoSapiens	TRA	J	TRAJ20*01	TRAJ11*01			-33
HomoSapiens	TRA	J	TRAJ20*01	TRAJ12*01			-25
HomoSapiens	TRA	J	TRAJ20*01	TRAJ13*01			-35
HomoSapiens	TRA	J	TRAJ20*01	TRAJ14*01			-26
HomoSapiens	TRA	J	TRAJ20*01	TRAJ15*01			-21
